game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_type,shot_zone_area,shot_zone_range,team_id,team_name,opponent,shot_id,shot_made_flag
470,20200069,33.8343,10,210,-118.2598,2,5,0,2002-03,16,21,2PT Field Goal,Center(C),16-24 ft.,1610612747,Los Angeles Lakers,BOS,3249,1.0
24,20401009,34.0443,0,0,-118.2698,9,1,0,2004-05,20,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,DEN,7304,1.0
346,20200833,34.0443,0,0,-118.2698,8,4,0,2002-03,42,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,DET,4478,1.0
260,29600623,34.0443,0,0,-118.2698,9,3,0,1996-97,9,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,SAS,23093,1.0
359,49900058,33.9483,-12,96,-118.2818,3,3,1,1999-00,14,9,2PT Field Goal,Center(C),8-16 ft.,1610612747,Los Angeles Lakers,PHX,30479,1.0
181,20300780,34.0393,-13,5,-118.2828,6,2,0,2003-04,49,1,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,GSW,5647,1.0
31,41100235,34.0133,-56,31,-118.3258,9,1,1,2011-12,25,6,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,OKC,29999,0.0
275,20500775,33.9163,121,128,-118.1488,3,3,0,2005-06,4,17,2PT Field Goal,Right Side Center(RC),16-24 ft.,1610612747,Los Angeles Lakers,ATL,8867,1.0
349,20601133,33.8553,-186,189,-118.4558,6,3,0,2006-07,33,26,3PT Field Goal,Left Side Center(LC),24+ ft.,1610612747,Los Angeles Lakers,SEA,11295,0.0
505,21100151,33.8853,56,159,-118.2138,1,5,0,2011-12,4,16,2PT Field Goal,Right Side Center(RC),16-24 ft.,1610612747,Los Angeles Lakers,UTA,18363,0.0
428,40700226,33.8603,-128,184,-118.3978,4,4,1,2007-08,21,22,2PT Field Goal,Left Side Center(LC),16-24 ft.,1610612747,Los Angeles Lakers,UTA,28249,1.0
519,41100235,34.0163,103,28,-118.1668,0,4,1,2011-12,58,10,2PT Field Goal,Right Side(R),8-16 ft.,1610612747,Los Angeles Lakers,OKC,30030,1.0
350,29700757,33.9723,16,72,-118.2538,1,3,0,1997-98,24,7,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,DEN,23935,1.0
271,21501081,34.0493,81,-5,-118.1888,1,2,0,2015-16,5,8,2PT Field Goal,Right Side(R),8-16 ft.,1610612747,Los Angeles Lakers,DEN,22699,0.0
77,20501161,34.0443,0,0,-118.2698,3,1,0,2005-06,30,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,GSW,9610,1.0
237,40900231,33.8003,133,244,-118.1368,11,3,1,2009-10,36,27,3PT Field Goal,Right Side Center(RC),24+ ft.,1610612747,Los Angeles Lakers,UTA,29160,0.0
482,20400461,33.7993,-2,245,-118.2718,1,4,0,2004-05,5,24,3PT Field Goal,Center(C),24+ ft.,1610612747,Los Angeles Lakers,DAL,6857,0.0
206,40300312,33.9783,-192,66,-118.4618,2,2,1,2003-04,13,20,2PT Field Goal,Left Side(L),16-24 ft.,1610612747,Los Angeles Lakers,MIN,27567,0.0
47,20600403,34.0443,0,0,-118.2698,5,1,0,2006-07,51,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,MIA,10171,0.0
241,20201017,33.8473,1,197,-118.2688,9,3,0,2002-03,15,19,2PT Field Goal,Center(C),16-24 ft.,1610612747,Los Angeles Lakers,ATL,4763,0.0
370,29800703,33.9763,-27,68,-118.2968,11,4,0,1998-99,2,7,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,DAL,25008,1.0
73,40700142,34.0443,0,0,-118.2698,3,1,1,2007-08,40,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,DEN,28071,1.0
309,40800315,34.0443,0,0,-118.2698,11,3,1,2008-09,9,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,DEN,28869,1.0
65,49900087,33.9083,164,136,-118.1058,4,1,1,1999-00,38,21,2PT Field Goal,Right Side Center(RC),16-24 ft.,1610612747,Los Angeles Lakers,IND,30653,1.0
272,20100301,33.9683,138,76,-118.1318,8,3,0,2001-02,59,15,2PT Field Goal,Right Side(R),8-16 ft.,1610612747,Los Angeles Lakers,SEA,1861,1.0
351,29701003,33.9573,-233,87,-118.5028,0,3,0,1997-98,25,24,3PT Field Goal,Left Side(L),24+ ft.,1610612747,Los Angeles Lakers,SAC,24097,0.0
246,20600902,33.8963,-46,148,-118.3158,11,3,0,2006-07,4,15,2PT Field Goal,Center(C),8-16 ft.,1610612747,Los Angeles Lakers,MIN,10874,1.0
15,21001187,33.8253,-108,219,-118.3778,9,1,0,2010-11,0,24,3PT Field Goal,Left Side Center(LC),24+ ft.,1610612747,Los Angeles Lakers,POR,17986,0.0
66,20300385,34.0443,0,0,-118.2698,6,1,0,2003-04,18,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,PHX,5392,1.0
261,40700405,33.9833,1,61,-118.2688,10,3,1,2007-08,50,6,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,BOS,28472,0.0
17,40500154,34.0343,-159,10,-118.4288,8,1,1,2005-06,46,15,2PT Field Goal,Left Side(L),8-16 ft.,1610612747,Los Angeles Lakers,PHX,27830,1.0
538,20700553,33.9983,-29,46,-118.2988,2,5,0,2007-08,3,5,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,SEA,12240,1.0
468,21000176,34.0293,78,15,-118.1918,5,4,0,2010-11,57,7,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,MIN,16697,0.0
269,20701135,34.0443,0,0,-118.2698,9,3,0,2007-08,22,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,DAL,13046,1.0
63,21100479,34.0333,-11,11,-118.2808,5,1,0,2011-12,15,1,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,POR,18819,1.0
199,20100271,34.0103,-63,34,-118.3328,1,2,0,2001-02,49,7,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,SAC,1833,0.0
314,29800525,33.8433,-48,201,-118.3178,4,3,0,1998-99,1,20,2PT Field Goal,Center(C),16-24 ft.,1610612747,Los Angeles Lakers,SEA,24857,0.0
86,20900527,34.0493,121,-5,-118.1488,0,1,0,2009-10,33,12,2PT Field Goal,Right Side(R),8-16 ft.,1610612747,Los Angeles Lakers,POR,15685,1.0
362,21001094,33.8363,-160,208,-118.4298,2,3,0,2010-11,24,26,3PT Field Goal,Left Side Center(LC),24+ ft.,1610612747,Los Angeles Lakers,NOH,17877,0.0
343,20400382,33.8353,-153,209,-118.4228,9,4,0,2004-05,54,25,3PT Field Goal,Left Side Center(LC),24+ ft.,1610612747,Los Angeles Lakers,MIA,6748,0.0
137,20200404,34.0413,138,3,-118.1318,10,2,0,2002-03,23,13,2PT Field Goal,Right Side(R),8-16 ft.,1610612747,Los Angeles Lakers,SAC,3760,1.0
128,20100012,34.0443,0,0,-118.2698,10,2,0,2001-02,21,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,POR,1518,1.0
250,20600212,33.9273,-110,117,-118.3798,11,3,0,2006-07,12,16,2PT Field Goal,Left Side Center(LC),16-24 ft.,1610612747,Los Angeles Lakers,MIL,9891,0.0
100,20401051,33.6383,36,406,-118.2338,0,1,0,2004-05,0,40,3PT Field Goal,Back Court(BC),Back Court Shot,1610612747,Los Angeles Lakers,NYK,7342,0.0
367,29800011,33.8203,-128,224,-118.3978,1,3,0,1998-99,56,25,3PT Field Goal,Left Side Center(LC),24+ ft.,1610612747,Los Angeles Lakers,HOU,24250,1.0
30,20101055,33.9473,37,97,-118.2328,8,1,0,2001-02,31,10,2PT Field Goal,Center(C),8-16 ft.,1610612747,Los Angeles Lakers,SAS,2921,0.0
286,20700618,34.0413,-3,3,-118.2728,5,3,0,2007-08,2,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,SAS,12289,0.0
214,20400328,33.9763,-2,68,-118.2718,11,3,0,2004-05,21,6,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,SAC,6652,0.0
101,20700052,33.9703,74,74,-118.1958,2,1,0,2007-08,25,10,2PT Field Goal,Right Side(R),8-16 ft.,1610612747,Los Angeles Lakers,NOH,11531,1.0
189,20300298,33.8703,103,174,-118.1668,7,2,0,2003-04,41,20,2PT Field Goal,Right Side Center(RC),16-24 ft.,1610612747,Los Angeles Lakers,NYK,5332,0.0
269,20500019,33.8403,153,204,-118.1168,0,2,0,2005-06,1,25,3PT Field Goal,Right Side Center(RC),24+ ft.,1610612747,Los Angeles Lakers,PHX,7574,0.0
278,21200669,34.0213,-5,23,-118.2748,9,3,0,2012-13,25,2,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,NOH,20367,1.0
203,49800046,34.0453,3,-1,-118.2668,4,2,1,1998-99,51,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,SAS,30254,1.0
508,29800210,33.9663,1,78,-118.2688,2,4,0,1998-99,45,7,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,PHX,24505,1.0
377,20401208,33.8293,138,215,-118.1318,10,4,0,2004-05,21,25,3PT Field Goal,Right Side Center(RC),24+ ft.,1610612747,Los Angeles Lakers,GSW,7513,0.0
497,20000484,33.7873,54,257,-118.2158,1,4,0,2000-01,26,26,3PT Field Goal,Center(C),24+ ft.,1610612747,Los Angeles Lakers,LAC,779,0.0
163,21100357,33.8433,-174,201,-118.4438,6,2,0,2011-12,53,26,3PT Field Goal,Left Side Center(LC),24+ ft.,1610612747,Los Angeles Lakers,PHI,18657,1.0
382,40500153,34.0323,143,12,-118.1268,10,4,1,2005-06,51,14,2PT Field Goal,Right Side(R),8-16 ft.,1610612747,Los Angeles Lakers,PHX,27820,1.0
117,20200757,34.0503,118,-6,-118.1518,9,2,0,2002-03,45,11,2PT Field Goal,Right Side(R),8-16 ft.,1610612747,Los Angeles Lakers,NYK,4278,1.0
216,20400831,34.0183,43,26,-118.2268,10,3,0,2004-05,46,5,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,NYK,7029,0.0
249,20701122,34.0443,0,0,-118.2698,10,3,0,2007-08,27,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,POR,13028,1.0
69,29700012,34.0443,0,0,-118.2698,4,1,0,1997-98,33,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,UTA,23324,1.0
219,40300401,34.0443,0,0,-118.2698,3,2,1,2003-04,13,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,DET,27662,1.0
419,20300070,33.9033,-210,141,-118.4798,5,4,0,2003-04,27,25,3PT Field Goal,Left Side Center(LC),24+ ft.,1610612747,Los Angeles Lakers,NOH,5119,0.0
123,21500269,33.9473,217,97,-118.0528,11,2,0,2015-16,28,23,3PT Field Goal,Right Side Center(RC),24+ ft.,1610612747,Los Angeles Lakers,WAS,22038,0.0
32,40000069,34.0443,-1,0,-118.2708,7,1,1,2000-01,11,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,SAS,26349,1.0
322,40800315,33.8653,-120,179,-118.3898,9,3,1,2008-09,12,21,2PT Field Goal,Left Side Center(LC),16-24 ft.,1610612747,Los Angeles Lakers,DEN,28870,1.0
84,20900841,34.0443,0,0,-118.2698,3,1,0,2009-10,15,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,MEM,16013,1.0
312,40300311,34.0043,-192,40,-118.4618,0,3,1,2003-04,38,19,2PT Field Goal,Left Side(L),16-24 ft.,1610612747,Los Angeles Lakers,MIN,27549,0.0
176,20901099,33.8523,-160,192,-118.4298,4,2,0,2009-10,39,24,3PT Field Goal,Left Side Center(LC),24+ ft.,1610612747,Los Angeles Lakers,NOH,16328,0.0
475,40800403,34.0443,0,0,-118.2698,0,4,1,2008-09,0,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,ORL,28978,1.0
288,20201046,33.8573,-194,187,-118.4638,4,3,0,2002-03,48,26,3PT Field Goal,Left Side Center(LC),24+ ft.,1610612747,Los Angeles Lakers,WAS,4817,0.0
420,21000367,33.8193,-120,225,-118.3898,5,4,0,2010-11,32,25,3PT Field Goal,Left Side Center(LC),24+ ft.,1610612747,Los Angeles Lakers,IND,16959,1.0
204,40900405,33.9963,1,48,-118.2688,0,2,1,2009-10,40,4,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,BOS,29485,0.0
312,20200946,33.8683,-110,176,-118.3798,3,3,0,2002-03,50,20,2PT Field Goal,Left Side Center(LC),16-24 ft.,1610612747,Los Angeles Lakers,MIL,4661,0.0
80,40900142,34.0443,0,0,-118.2698,4,1,1,2009-10,14,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,OKC,29059,0.0
231,20801070,33.9783,-125,66,-118.3948,9,3,0,2008-09,25,14,2PT Field Goal,Left Side(L),8-16 ft.,1610612747,Los Angeles Lakers,DET,14668,1.0
241,29900787,34.0443,132,0,-118.1378,0,2,0,1999-00,24,13,2PT Field Goal,Right Side(R),8-16 ft.,1610612747,Los Angeles Lakers,BOS,25712,0.0
75,20900556,34.0113,-139,33,-118.4088,3,1,0,2009-10,27,14,2PT Field Goal,Left Side(L),8-16 ft.,1610612747,Los Angeles Lakers,SAS,15741,1.0
294,20100934,33.9433,123,101,-118.1468,5,3,0,2001-02,4,15,2PT Field Goal,Right Side(R),8-16 ft.,1610612747,Los Angeles Lakers,LAC,2768,0.0
384,20200326,33.9123,10,132,-118.2598,5,4,0,2002-03,35,13,2PT Field Goal,Center(C),8-16 ft.,1610612747,Los Angeles Lakers,NOH,3634,0.0
204,40300153,33.9213,80,123,-118.1898,0,2,1,2003-04,56,14,2PT Field Goal,Right Side(R),8-16 ft.,1610612747,Los Angeles Lakers,HOU,27353,0.0
227,20400338,34.0673,100,-23,-118.1698,11,3,0,2004-05,19,10,2PT Field Goal,Right Side(R),8-16 ft.,1610612747,Los Angeles Lakers,WAS,6671,0.0
234,20900527,33.9323,-213,112,-118.4828,11,3,0,2009-10,21,24,3PT Field Goal,Left Side Center(LC),24+ ft.,1610612747,Los Angeles Lakers,POR,15694,0.0
24,20401228,34.0443,0,0,-118.2698,9,1,0,2004-05,4,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,POR,7516,1.0
48,49700071,34.0603,29,-16,-118.2408,6,1,1,1997-98,18,3,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,UTA,30146,1.0
299,29800476,33.8563,-57,188,-118.3268,5,3,0,1998-99,57,19,2PT Field Goal,Center(C),16-24 ft.,1610612747,Los Angeles Lakers,DEN,24788,0.0
396,49700029,34.0443,0,0,-118.2698,4,4,1,1997-98,48,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,POR,30120,1.0
92,20501066,33.9503,-29,94,-118.2988,1,1,0,2005-06,7,9,2PT Field Goal,Center(C),8-16 ft.,1610612747,Los Angeles Lakers,SAS,9420,1.0
110,21201146,33.8653,-97,179,-118.3668,9,2,0,2012-13,32,20,2PT Field Goal,Left Side Center(LC),16-24 ft.,1610612747,Los Angeles Lakers,LAC,20920,1.0
214,20800821,33.9423,-134,102,-118.4038,5,2,0,2008-09,4,16,2PT Field Goal,Left Side Center(LC),16-24 ft.,1610612747,Los Angeles Lakers,NOH,14299,0.0
354,29700876,34.0393,-194,5,-118.4638,10,4,0,1997-98,18,19,2PT Field Goal,Left Side(L),16-24 ft.,1610612747,Los Angeles Lakers,DET,24026,1.0
366,20600847,33.9393,-176,105,-118.4458,9,4,0,2006-07,10,20,2PT Field Goal,Left Side(L),16-24 ft.,1610612747,Los Angeles Lakers,UTA,10804,0.0
22,21100523,33.8383,12,206,-118.2578,7,1,0,2011-12,59,20,2PT Field Goal,Center(C),16-24 ft.,1610612747,Los Angeles Lakers,MIN,18884,0.0
379,20500826,34.0443,0,0,-118.2698,0,3,0,2005-06,28,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,BOS,8972,1.0
29,20500591,34.0083,62,36,-118.2078,7,1,0,2005-06,39,7,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,TOR,8573,0.0
231,41000155,34.0443,23,0,-118.2468,0,2,1,2010-11,7,2,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,NOH,29627,1.0
223,20900388,34.0443,0,0,-118.2698,2,2,0,2009-10,11,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,NJN,15408,0.0
56,20700515,33.9963,133,48,-118.1368,4,1,0,2007-08,10,14,2PT Field Goal,Right Side(R),8-16 ft.,1610612747,Los Angeles Lakers,NOH,12138,1.0
20,40900145,33.8413,146,203,-118.1238,10,1,1,2009-10,5,25,3PT Field Goal,Right Side Center(RC),24+ ft.,1610612747,Los Angeles Lakers,OKC,29119,0.0
224,21500031,33.9873,228,57,-118.0418,5,2,0,2015-16,59,23,3PT Field Goal,Right Side(R),24+ ft.,1610612747,Los Angeles Lakers,SAC,21818,0.0
112,20000140,33.9513,1,93,-118.2688,11,2,0,2000-01,19,9,2PT Field Goal,Center(C),8-16 ft.,1610612747,Los Angeles Lakers,DEN,197,0.0
406,20201066,34.0443,0,0,-118.2698,2,4,0,2002-03,36,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,MEM,4858,1.0
275,20600299,33.8863,6,158,-118.2638,4,3,0,2006-07,15,15,2PT Field Goal,Center(C),8-16 ft.,1610612747,Los Angeles Lakers,SAS,10006,0.0
251,20200743,34.0603,140,-16,-118.1298,8,3,0,2002-03,18,14,2PT Field Goal,Right Side(R),8-16 ft.,1610612747,Los Angeles Lakers,SAS,4249,0.0
219,20800782,34.0443,0,0,-118.2698,2,2,0,2008-09,29,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,UTA,14230,1.0
383,20401082,33.8193,-99,225,-118.3688,9,4,0,2004-05,27,24,3PT Field Goal,Left Side Center(LC),24+ ft.,1610612747,Los Angeles Lakers,SAS,7380,1.0
259,20400799,34.0443,-202,0,-118.4718,10,3,0,2004-05,0,20,2PT Field Goal,Left Side(L),16-24 ft.,1610612747,Los Angeles Lakers,POR,6975,0.0
288,40600154,33.8523,90,192,-118.1798,9,3,1,2006-07,7,21,2PT Field Goal,Right Side Center(RC),16-24 ft.,1610612747,Los Angeles Lakers,PHX,27999,1.0
200,29800333,34.0443,0,0,-118.2698,5,2,0,1998-99,16,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,PHI,24623,1.0
268,29800192,34.0023,-149,42,-118.4188,6,3,0,1998-99,29,15,2PT Field Goal,Left Side(L),8-16 ft.,1610612747,Los Angeles Lakers,PHX,24482,0.0
238,40800401,34.0443,0,0,-118.2698,11,3,1,2008-09,44,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,ORL,28916,1.0
471,20400984,33.8023,85,242,-118.1848,0,4,0,2004-05,8,25,3PT Field Goal,Right Side Center(RC),24+ ft.,1610612747,Los Angeles Lakers,SEA,7275,0.0
458,40200221,33.8863,200,158,-118.0698,1,4,1,2002-03,26,25,3PT Field Goal,Right Side Center(RC),24+ ft.,1610612747,Los Angeles Lakers,SAS,27181,1.0
344,20600029,33.9303,-146,114,-118.4158,11,4,0,2006-07,38,18,2PT Field Goal,Left Side Center(LC),16-24 ft.,1610612747,Los Angeles Lakers,SEA,9719,0.0
405,49900028,33.9813,-141,63,-118.4108,6,4,1,1999-00,19,15,2PT Field Goal,Left Side(L),8-16 ft.,1610612747,Los Angeles Lakers,SAC,30393,1.0
123,49800032,33.8413,93,203,-118.1768,10,2,1,1998-99,52,22,2PT Field Goal,Right Side Center(RC),16-24 ft.,1610612747,Los Angeles Lakers,HOU,30214,1.0
206,20201066,33.9113,130,133,-118.1398,0,2,0,2002-03,22,18,2PT Field Goal,Right Side Center(RC),16-24 ft.,1610612747,Los Angeles Lakers,MEM,4847,0.0
360,21200821,34.0433,-15,1,-118.2848,5,3,0,2012-13,31,1,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,POR,20545,1.0
311,20700222,34.0443,0,0,-118.2698,6,3,0,2007-08,6,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,DEN,11756,0.0
130,20200262,34.0573,-138,-13,-118.4078,8,2,0,2002-03,58,13,2PT Field Goal,Left Side(L),8-16 ft.,1610612747,Los Angeles Lakers,UTA,3564,0.0
379,21200323,33.8083,88,236,-118.1818,0,3,0,2012-13,29,25,3PT Field Goal,Right Side Center(RC),24+ ft.,1610612747,Los Angeles Lakers,NYK,19867,1.0
38,21200841,33.9593,6,85,-118.2638,7,1,0,2012-13,45,8,2PT Field Goal,Center(C),8-16 ft.,1610612747,Los Angeles Lakers,DEN,20576,1.0
418,29900758,33.8953,68,149,-118.2018,4,4,0,1999-00,56,16,2PT Field Goal,Right Side Center(RC),16-24 ft.,1610612747,Los Angeles Lakers,NJN,25681,1.0
373,49800046,33.9253,55,119,-118.2148,11,4,1,1998-99,44,13,2PT Field Goal,Center(C),8-16 ft.,1610612747,Los Angeles Lakers,SAS,30263,1.0
76,21000498,33.8793,2,165,-118.2678,2,1,0,2010-11,26,16,2PT Field Goal,Center(C),16-24 ft.,1610612747,Los Angeles Lakers,MEM,17086,0.0
414,20101121,33.9663,-42,78,-118.3118,8,4,0,2001-02,58,8,2PT Field Goal,Center(C),8-16 ft.,1610612747,Los Angeles Lakers,UTA,3039,1.0
513,40300402,34.0443,0,0,-118.2698,0,5,1,2003-04,39,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,DET,27704,0.0
540,21200897,33.7973,-125,247,-118.3948,2,4,0,2012-13,32,27,3PT Field Goal,Left Side Center(LC),24+ ft.,1610612747,Los Angeles Lakers,OKC,20665,0.0
7,20400377,33.8023,-125,242,-118.3948,11,1,0,2004-05,21,27,3PT Field Goal,Left Side Center(LC),24+ ft.,1610612747,Los Angeles Lakers,NOP,6701,0.0
224,20701069,33.9503,-79,94,-118.3488,11,3,0,2007-08,45,12,2PT Field Goal,Left Side(L),8-16 ft.,1610612747,Los Angeles Lakers,CHA,12950,0.0
390,20800449,33.9973,176,47,-118.0938,5,3,0,2008-09,14,18,2PT Field Goal,Right Side(R),16-24 ft.,1610612747,Los Angeles Lakers,GSW,13756,1.0
139,21201093,34.0383,20,6,-118.2498,8,2,0,2012-13,16,2,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,SAC,20864,1.0
332,20500631,33.8943,146,150,-118.1238,3,3,0,2005-06,49,20,2PT Field Goal,Right Side Center(RC),16-24 ft.,1610612747,Los Angeles Lakers,GSW,8626,0.0
357,29600179,33.8283,-77,216,-118.3468,0,3,0,1996-97,15,22,3PT Field Goal,Left Side Center(LC),16-24 ft.,1610612747,Los Angeles Lakers,PHI,22945,1.0
144,29600044,34.0443,0,0,-118.2698,6,2,0,1996-97,34,0,3PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,CHA,22905,0.0
277,21000053,34.0303,-24,14,-118.2938,0,2,0,2010-11,24,2,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,MEM,16499,0.0
408,40700402,34.0373,-25,7,-118.2948,3,4,1,2007-08,23,2,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,BOS,28417,0.0
143,20501042,33.9953,0,49,-118.2698,9,2,0,2005-06,22,4,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,NOP,9402,1.0
133,40900406,34.0443,0,0,-118.2698,8,2,1,2009-10,17,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,BOS,29509,0.0
215,40000085,33.8253,-141,219,-118.4108,0,2,1,2000-01,0,26,3PT Field Goal,Left Side Center(LC),24+ ft.,1610612747,Los Angeles Lakers,PHI,26511,0.0
247,21100479,34.0433,18,1,-118.2518,10,3,0,2011-12,49,1,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,POR,18829,1.0
99,20500930,33.8193,0,225,-118.2698,1,1,0,2005-06,50,22,2PT Field Goal,Center(C),16-24 ft.,1610612747,Los Angeles Lakers,SEA,9174,0.0
447,20600699,33.8683,176,176,-118.0938,5,4,0,2006-07,36,24,3PT Field Goal,Right Side Center(RC),24+ ft.,1610612747,Los Angeles Lakers,WAS,10601,0.0
85,20800647,33.8603,200,184,-118.0698,3,1,0,2008-09,17,27,3PT Field Goal,Right Side Center(RC),24+ ft.,1610612747,Los Angeles Lakers,SAS,14005,0.0
503,21400197,34.0243,-2,20,-118.2718,4,4,0,2014-15,49,2,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,DEN,21402,1.0
179,21100669,34.0303,-18,14,-118.2878,6,2,0,2011-12,32,2,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,UTA,19127,0.0
9,20700843,33.8983,-41,146,-118.3108,10,1,0,2007-08,8,15,2PT Field Goal,Center(C),8-16 ft.,1610612747,Los Angeles Lakers,POR,12598,1.0
263,41100163,33.8843,-218,160,-118.4878,9,3,1,2011-12,29,27,3PT Field Goal,Left Side Center(LC),24+ ft.,1610612747,Los Angeles Lakers,DEN,29796,0.0
57,20200142,33.9213,20,123,-118.2498,4,1,0,2002-03,14,12,2PT Field Goal,Center(C),8-16 ft.,1610612747,Los Angeles Lakers,HOU,3340,0.0
303,20400767,34.0443,0,0,-118.2698,3,3,0,2004-05,2,0,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,UTA,6948,1.0
359,20900564,33.8603,37,184,-118.2328,2,3,0,2009-10,13,18,2PT Field Goal,Center(C),16-24 ft.,1610612747,Los Angeles Lakers,DAL,15751,1.0
113,29600961,33.9473,125,97,-118.1448,10,2,0,1996-97,58,15,2PT Field Goal,Right Side(R),8-16 ft.,1610612747,Los Angeles Lakers,CLE,23219,0.0
118,20200127,33.8713,225,173,-118.0448,0,1,0,2002-03,1,28,3PT Field Goal,Right Side Center(RC),24+ ft.,1610612747,Los Angeles Lakers,GSW,3305,0.0
89,20000280,33.8693,11,175,-118.2588,3,1,0,2000-01,5,17,2PT Field Goal,Center(C),16-24 ft.,1610612747,Los Angeles Lakers,SEA,460,0.0
328,20901107,33.9703,181,74,-118.0888,1,3,0,2009-10,46,19,2PT Field Goal,Right Side(R),16-24 ft.,1610612747,Los Angeles Lakers,ATL,16363,0.0
72,49900083,34.0233,-76,21,-118.3458,3,1,1,1999-00,5,7,2PT Field Goal,Center(C),Less Than 8 ft.,1610612747,Los Angeles Lakers,IND,30611,0.0
